käsite%käsitesuhde%lähikäsite
kurdi%%indoeurooppalaiset kielet
kurdi%%indoiranilaiset kielet
kurukh%%dravidakielet
kurukh%%pohjoisdravidalaiset kielet
kwakiutl%%wakasilaiset kielet
kymri%%indoeurooppalaiset kielet
kymri%%kelttiläiset kielet
ladino 1%%indoeurooppalaiset kielet
ladino 1%%romaaniset kielet
ladino 1%%ladino 2
ladino 2%%indoeurooppalaiset kielet
ladino 2%%romaaniset kielet
ladino 2%%ladino 1
lamba%%nigeriläis-kongolaiset kielet
land-dajakki-kieli%%austronesialaiset kielet
land-dajakki-kieli%%malaijilais-polynesialaiset kielet
lao%%thailaiset kielet
lao%%thaikielet
latina%%indoeurooppalaiset kielet
latina%%romaaniset kielet
latvia%%indoeurooppalaiset kielet
latvia%%balttilaiset kielet
lezgi%%pohjoiskaukasialaiset kielet
liettua%%indoeurooppalaiset kielet
liettua%%balttilaiset kielet
liivi%%uralilaiset kielet
liivi%%itämerensuomalaiset kielet
limburg%%indoeurooppalaiset kielet
limburg%%germaaniset kielet
lingala%%nigeriläis-kongolaiset kielet
lojban%%keinotekoiset kielet
lozi%%nigeriläis-kongolaiset kielet
luganda%%nigeriläis-kongolaiset kielet
luiseño%%uto-atsteekkilaiset kielet
luluanluba%%nigeriläis-kongolaiset kielet
lunda%%nigeriläis-kongolaiset kielet
luo%%austronesialaiset kielet
luo%%malaijilais-polynesialaiset kielet
lusai%%sinotiibetiläiset kielet
luulajansaame%%uralilaiset kielet
luulajansaame%%saamelaiset kielet
luxemburg%%indoeurooppalaiset kielet
luxemburg%%germaaniset kielet
lyydi%%uralilaiset kielet
lyydi%%itämerensuomalaiset kielet
länsieskimo%%eskimo-aleuttilaiset kielet
länsieskimo%%eskimokielet
länsifriisi%%indoeurooppalaiset kielet
länsifriisi%%germaaniset kielet
länsigermaaniset kielet%%indoeurooppalaiset
länsigermaaniset kielet%%germaaniset kielet
länsislaavilaiset kielet%%indoeurooppalaiset
länsislaavilaiset kielet%%slaavilaiset kielet
maasai%%nilosaharalaiset kielet
maasai%%itäsudanilaiset kielet
mabakielet%%nilosaharalaiset kielet
madura%%austronesialaiset kielet
madura%%malaijilais-polynesialaiset kielet
magahi%%indoeurooppalaiset kielet
magahi%%indoarjalaiset kielet
maithili%%indoeurooppalaiset kielet
maithili%%indoarjalaiset kielet
makassar%%austronesialaiset kielet
makassar%%malaijilais-polynesialaiset kielet
makedonia%%indoeurooppalaiset kielet
makedonia%%slaavilaiset kielet
malagassi%%austronesialaiset kielet
malagassi%%malaijilais-polynesialaiset kielet
malaiji%%austronesialaiset kielet
malaiji%%malaijilais-polynesialaiset kielet
malaijilais-polynesialaiset kielet%%austronesialaiset kielet
malajalam%%dravidakielet
malajalam%%etelädravidalaiset kielet
malawintonga%%nigeriläis-kongolaiset kielet
malta%%seemiläis-haamilaiset kielet
malta%%seemiläiset kielet
mandar%%austronesialaiset kielet
mandar%%malaijilais-polynesialaiset kielet
mandariininkiina%%sinotiibetiläiset kielet 
mandariininkiina%%kiinalaiset kielet
mandelaiset kielet%%nigeriläis-kongolaiset kielet
mandingo%%nigeriläis-kongolaiset kielet
manipuri%%sinotiibetiläiset kielet
manksi%%indoeurooppalaiset kielet
manksi%%kelttiläiset kielet
manobokieli%%austronesialaiset kielet
manobokieli%%malaijilais-polynesialaiset kielet
mansi%%uralilaiset kielet
mansi%%ugrilaiset kielet
mantšu%%tunguusikielet
mantšu%%etelätunguusilaiset kielet
maori%%austronesialaiset kielet
maori%%malaijilais-polynesialaiset kielet
marathi%%indoeurooppalaiset kielet
marathi%%indoarjalaiset kielet
mari%%uralilaiset kielet
mari%%volgalaiset kielet
marshall%%austronesialaiset kielet
marshall%%malaijilais-polynesialaiset kielet
marwari%%indoeurooppalaiset kielet
marwari%%indoarjalaiset kielet
matori%%uralilaiset kielet
matori%%samojedikielet
mbundu%%nigeriläis-kongolaiset kielet
mende%%nigeriläis-kongolaiset kielet
mende%%mandelaiset kielet
merja%%suomalais-ugrilaiset kielet
meštšera%%suomalais-ugrilaiset kielet
micmac%%algonkin-kielet
miksteekki%%otomangelaiset kielet
minangkabau%%austronesialaiset kielet
minangkabau%%malaijilais-polynesialaiset kielet
mirandeesi%%indoeurooppalaiset kielet
mirandeesi%%romaaniset kielet
mohawk%%irokeesikielet
mohikaani%%algonkin-kielet
mokša%%uralilaiset kielet
mokša%%volgalaiset kielet
moldova%%indoeurooppalaiset kielet
moldova%%romaaniset kielet
mongo%%nigeriläis-kongolaiset kielet
mongoli%%mongolikielet
mon-khmer-kielet%%austroaasialaiset
mordva%%uralilaiset kielet
mordva%%volgalaiset kielet
mossi%%nigeriläis-kongolaiset kielet
motu%%austronesialaiset kielet
motu%%malaijilais-polynesialaiset kielet
muinaisegypti%%seemiläis-haamilaiset kielet
muinaisegypti%%egypti
muinaisenglanti%%indoeurooppalaiset kielet
muinaisenglanti%%germaaniset kielet
muinaisenglanti%%englanti
muinaisfriisi%%indoeurooppalaiset kielet
muinaisfriisi%%germaaniset kielet
muinaisiiri%%indoeurooppalaiset kielet
muinaisiiri%%kelttiläiset kielet
muinaisislanti%%indoeurooppalaiset kielet
muinaisislanti%%germaaniset kielet
muinaiskreikka%%indoeurooppalaiset kielet
muinaiskreikka%%kreikka
muinaisnorja%%indoeurooppalaiset kielet
muinaisnorja%%germaaniset kielet
muinaispersia%%indoeurooppalaiset kielet
muinaispersia%%indoiranilaiset kielet
muinaisprovensaali%%indoeurooppalaiset kielet
muinaisprovensaali%%romaaniset kielet
muinaisranska%%indoeurooppalaiset kielet
muinaisranska%%romaaniset kielet
muinaissyyria%%seemiläis-haamilaiset kielet
muinaissyyria%%seemiläiset kielet
muinaisyläsaksa%%indoeurooppalaiset kielet
muinaisyläsaksa%%germaaniset kielet
mundakielet%%austroaasialaiset kielet
muroma%%suomalais-ugrilaiset kielet
mustajalka%%algonkin-kielet
nahuatl%%uto-atsteekkilaiset kielet
napoli%%romaaniset kielet
nauru%%austronesialaiset kielet
nauru%%malaijilais-polynesialaiset kielet
navajo%%athabaskalaiset kielet
ndonga%%nigeriläis-kongolaiset kielet
ndonga%%benuelais-kongolaiset
nenetsi%%uralilaiset kielet
nenetsi%%samojedikielet
nepali%%indoeurooppalaiset kielet
nepali%%indoiranilaiset kielet
newari%%sinotiibetiläiset kielet 
newari%%tiibetiläis-burmalaiset
