käsite%käsitesuhde%lähikäsite
Nimetön221%%Eläintiede:estruskierto
ankeriaskalat%%Eläintiede:katadrominen
antenni%%Eläintiede:pikkuantenni
pikkuantenni%%Eläintiede:antenni
antiadrenerginen%%Eläintiede:adrenerginen
antikolinerginen%%Eläintiede:kolinerginen
antomeduusa%%Eläintiede:leptomeduusa
antomeduusa%%Eläintiede:meduusa
aortta%%Eläintiede:aortan kaaret
aortta%%Eläintiede:verisuonisto
Nimetön274%%Eläintiede:pteryla
araknoidea%%Eläintiede:aivokalvot
Nimetön284%%Eläintiede:etuaivokuori
arkeosyytti%%Eläintiede:amebosyytti
aseelinen%%Eläintiede:amfiseelinen
aseelinen%%Eläintiede:opistoseelinen
aseelinen%%Eläintiede:proseelinen
asentoaisti%%Eläintiede:jänneaistin
asentoaisti%%Eläintiede:lihaskäämi
arteria%%Eläintiede:pikkuvaltimo
arteria%%Eläintiede:verisuonisto
askoni%%Eläintiede:leukonityyppi
askoni%%Eläintiede:sykonityyppi
assosiatiivinen oppiminen%%Eläintiede:oivaltava oppiminen
astrotaksia%%Eläintiede:taksia
atrioventrikulaarinen%%Eläintiede:eteiskammioläpät
Auerbachin hermopunos%%Eläintiede:Meissnerin hermopunos
aurikularia%%Eläintiede:doliolaria
aurikularia%%Eläintiede:toukka
Nimetön319%%Eläintiede:etelänapinat
Nimetön320%%Eläintiede:antigeeni
Nimetön320%%Eläintiede:autoimmunisaatio
autoimmunisaatio%%Eläintiede:immuniteetti
autostyylinen kallo%%Eläintiede:kallo
autotsooidi%%Eläintiede:korallieläimet
avainärsyke%%Eläintiede:signaalit
avainärsyke%%Eläintiede:vakioliikekaavat
avorauhanen%%Eläintiede:umpirauhanen
Balbianin rengas%%Eläintiede:geneettinen transkriptio
basibrankiaali%%Eläintiede:kiduskaaret
basipodiitti%%Eläintiede:koksopodiitti
beetaglobuliinit%%Eläintiede:globuliinit
beetasalpaajat%%Eläintiede:adrenergiset reseptorit
behaviorismi%%Eläintiede:etologia
behaviorismi%%Eläintiede:käyttäytymisetologia
beriberi-tauti%%Eläintiede:B-vitamiiniryhmä
bikuspidaaliläppä%%Eläintiede:sydänläpät
bilirubiini%%Eläintiede:sappi
bilirubiini%%Eläintiede:sappiväriaineet
B-imusolu%%Eläintiede:imusolut
bipinnaria%%Eläintiede:brachiolaria
blastoselooma%%Eläintiede:valeruumiinontelo
blastotsooidi%%Eläintiede:ootsooidi
blastotsooidi%%Eläintiede:forotsooidi
Bowmanin kotelo%%Eläintiede:nefroni
bradykiniini%%Eläintiede:kallikreiini
bradykiniini%%Eläintiede:kiniinit
bradymetaboliset eläimet%%Eläintiede:takymetaboliset eläimet
bradymetaboliset eläimet%%Eläintiede:vaihtolämpöisyys
bradymetaboliset eläimet%%Eläintiede:ektotermia
Brocan alue%%Eläintiede:Wernicken alue
Brodmannin alueet%%Eläintiede:etuaivokuori
Brucen efekti%%Eläintiede:feromoni
B-solu%%Eläintiede:haimasaarekkeet
Nimetön399%%Eläintiede:kallus
Nimetön406%%Eläintiede:suuosat
Nimetön420%%Eläintiede:kiduskaaret
Nimetön423%%Eläintiede:perälisäkkeet
sillikuninkaat%%Eläintiede:koppapäiset
Nimetön439%%Eläintiede:lihaseväiset
clavus%%Eläintiede:corium
mustekalat%%Eläintiede:pääjalkaiset
corium%%Eläintiede:clavus
Nimetön521%%Eläintiede:ympyräsuiset
Nimetön521%%Eläintiede:sammaleläimet
daktylopodiitti%%Eläintiede:hankajalka
daktylotsooidi%%Eläintiede:gastrotsooidi
daktylotsooidi%%Eläintiede:gonotsooidi
desmiini%%Eläintiede:luustolihas
deutomeriitti%%Eläintiede:epimeriitti
deutomeriitti%%Eläintiede:protomeriitti
deutonymfi%%Eläintiede:protonymfi
deutonymfi%%Eläintiede:tritonymfi
Deutschin motivaatiomalli%%Eläintiede:Lorenzin psykohydraulinen malli
diadromia%%Eläintiede:anadrominen
diadromia%%Eläintiede:katadrominen
diafyysi%%Eläintiede:epifyysi
diapsidit%%Eläintiede:Anapsida
diapsidit%%Eläintiede:Synapsida
diapsidinen%%Eläintiede:anapsidinen
diapsidinen%%Eläintiede:parapsidinen
diapsidinen%%Eläintiede:synapsidinen
Nimetön556%%Eläintiede:verenpaine
Nimetön556%%Eläintiede:systole
didaktyylinen%%Eläintiede:pentadaktyylinen
difykerkkinen%%Eläintiede:pyrstöevä
difyodonttinen hampaisto%%Eläintiede:maitohampaat
dikoptinen%%Eläintiede:holoptinen
diploblastinen%%Eläintiede:triploblastinen
dominanttiyksilö%%Eläintiede:dominanssihierarkia
dominanttiyksilö%%Eläintiede:hierarkia
